0,1,2,3
16,29,46,0
16,29,46,0
19,36,40,0
32,46,55,0
18,33,0,0
18,33,0,0
18,33,50,0
18,33,50,0
18,33,50,0
18,33,50,0
18,33,50,0
27,41,0,0
26,40,0,0
27,41,0,0
28,42,0,0
18,36,0,0
28,42,47,0
18,36,0,0
27,46,50,0
27,38,52,0
27,46,50,0
19,34,43,0
19,34,0,0
17,32,41,0
20,35,44,0
20,35,44,0
19,34,44,0
19,34,44,0
19,34,49,0
19,34,49,0
19,34,0,0
19,34,54,0
19,34,48,0
20,35,44,0
20,35,44,0
20,35,44,0
19,34,43,0
19,34,52,0
20,35,44,0
20,35,44,0
20,35,44,0
20,35,44,0
19,34,43,0
20,35,44,0
19,34,43,0
20,35,44,0
20,35,44,0
19,34,43,0
25,40,49,0
25,0,0,0
22,0,0,0
22,0,0,0
21,0,0,0
23,0,0,0
22,0,0,0
23,0,0,0
22,0,0,0
23,0,0,0
25,0,0,0
22,0,0,0
23,0,0,0
24,27,0,0
24,0,0,0
27,30,0,0
22,0,0,0
17,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
24,0,0,0
23,0,0,0
23,0,0,0
24,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
24,0,0,0
24,0,0,0
23,0,0,0
23,0,0,0
24,0,0,0
23,0,0,0
23,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
23,0,0,0
25,0,0,0
24,0,0,0
25,0,0,0
24,0,0,0
24,0,0,0
25,0,0,0
24,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
22,0,0,0
23,0,0,0
26,0,0,0
23,0,0,0
25,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
22,0,0,0
22,0,0,0
29,0,0,0
35,0,0,0
24,0,0,0
26,0,0,0
24,0,0,0
27,0,0,0
27,0,0,0
28,0,0,0
28,0,0,0
29,0,0,0
26,29,0,0
27,0,0,0
25,28,0,0
29,0,0,0
0,0,0,0
27,0,0,0
28,0,0,0
26,0,0,0
28,0,0,0
29,0,0,0
28,0,0,0
28,0,0,0
25,0,0,0
25,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
19,0,0,0
0,0,0,0
25,0,0,0
20,0,0,0
24,0,0,0
24,0,0,0
21,0,0,0
20,0,0,0
24,0,0,0
23,0,0,0
23,0,0,0
27,0,0,0
27,0,0,0
27,0,0,0
27,0,0,0
0,0,0,0
24,0,0,0
15,32,0,0
33,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
25,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20,0,0,0
20,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
26,0,0,0
27,0,0,0
25,0,0,0
27,0,0,0
29,0,0,0
30,0,0,0
31,34,39,0
30,0,0,0
30,0,0,0
30,0,0,0
20,0,0,0
0,0,0,0
0,0,0,0
25,0,0,0
29,0,0,0
30,0,0,0
30,0,0,0
0,0,0,0
0,0,0,0
17,0,0,0
0,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
20,34,0,0
30,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
0,0,0,0
17,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
20,34,0,0
30,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
20,34,0,0
31,0,0,0
33,0,0,0
32,0,0,0
32,0,0,0
32,0,0,0
32,0,0,0
32,0,0,0
32,0,0,0
31,0,0,0
20,35,0,0
32,0,0,0
20,35,0,0
30,0,0,0
30,0,0,0
20,34,0,0
31,0,0,0
33,0,0,0
32,0,0,0
32,0,0,0
32,0,0,0
32,0,0,0
32,0,0,0
32,0,0,0
31,0,0,0
20,35,0,0
32,0,0,0
20,35,0,0
0,0,0,0
21,0,0,0
0,0,0,0
0,0,0,0
19,32,0,0
20,33,0,0
21,34,0,0
19,32,0,0
19,32,0,0
18,31,0,0
17,30,0,0
17,30,0,0
18,31,0,0
0,0,0,0
37,0,0,0
36,0,0,0
0,0,0,0
19,32,0,0
19,32,0,0
20,33,0,0
20,33,0,0
36,0,0,0
38,0,0,0
37,0,0,0
38,0,0,0
20,24,37,0
18,31,0,0
19,32,0,0
38,0,0,0
35,0,0,0
0,0,0,0
30,0,0,0
27,0,0,0
0,0,0,0
0,0,0,0
29,0,0,0
28,0,0,0
30,0,0,0
0,0,0,0
32,0,0,0
29,43,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13,0,0,0
12,0,0,0
14,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20,0,0,0
0,0,0,0
12,0,0,0
21,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19,40,44,0
19,0,0,0
19,31,0,0
20,0,0,0
20,32,0,0
0,0,0,0
22,0,0,0
20,32,0,0
21,0,0,0
20,0,0,0
0,0,0,0
23,0,0,0
24,0,0,0
0,0,0,0
22,0,0,0
0,0,0,0
22,0,0,0
23,0,0,0
0,0,0,0
23,0,0,0
0,0,0,0
23,0,0,0
21,29,0,0
26,29,42,0
26,29,42,0
26,29,42,0
28,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
24,0,0,0
0,0,0,0
23,0,0,0
22,0,0,0
0,0,0,0
0,0,0,0
13,0,0,0
0,0,0,0
0,0,0,0
13,0,0,0
0,0,0,0
25,0,0,0
26,0,0,0
0,0,0,0
0,0,0,0
24,0,0,0
24,0,0,0
24,0,0,0
25,0,0,0
11,30,0,0
15,0,0,0
14,30,0,0
14,31,0,0
15,31,0,0
15,32,0,0
16,32,0,0
16,33,0,0
17,33,0,0
17,34,0,0
15,31,0,0
15,32,0,0
16,31,0,0
16,32,0,0
16,33,0,0
17,33,0,0
17,34,0,0
15,25,0,0
15,25,0,0
16,26,0,0
15,25,0,0
15,25,0,0
15,25,0,0
17,27,0,0
17,27,0,0
17,27,0,0
17,34,0,0
18,35,0,0
19,36,0,0
17,34,0,0
18,35,0,0
15,25,0,0
15,32,37,0
17,27,0,0
12,22,0,0
25,35,0,0
27,37,0,0
27,37,0,0
29,39,0,0
28,38,0,0
30,40,0,0
15,25,0,0
15,25,0,0
17,27,0,0
28,38,0,0
30,40,0,0
10,29,39,45
10,31,41,47
12,31,41,47
12,33,43,49
11,30,40,46
11,32,42,48
13,34,44,50
10,31,41,47
10,31,41,47
20,0,0,0
20,0,0,0
13,29,0,0
15,0,0,0
15,0,0,0
0,0,0,0
0,0,0,0
24,0,0,0
16,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
23,0,0,0
24,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
15,0,0,0
15,0,0,0
15,0,0,0
13,0,0,0
15,0,0,0
21,0,0,0
15,0,0,0
24,0,0,0
25,0,0,0
0,0,0,0
23,0,0,0
0,0,0,0
0,0,0,0
15,0,0,0
0,0,0,0
21,0,0,0
20,0,0,0
0,0,0,0
22,0,0,0
21,0,0,0
0,0,0,0
0,0,0,0
5,0,0,0
0,0,0,0
16,0,0,0
23,0,0,0
24,0,0,0
24,0,0,0
23,26,0,0
0,0,0,0
23,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
15,0,0,0
0,0,0,0
14,0,0,0
14,0,0,0
33,0,0,0
34,41,0,0
0,0,0,0
24,0,0,0
35,0,0,0
41,47,0,0
36,43,0,0
36,40,0,0
19,41,0,0
36,0,0,0
16,39,46,0
38,45,0,0
18,41,48,0
17,40,47,0
18,41,48,0
16,39,46,0
17,40,47,0
19,42,49,0
17,40,47,0
18,41,48,0
35,42,0,0
35,42,0,0
36,43,0,0
16,39,46,0
16,39,46,0
36,43,0,0
41,48,0,0
42,49,0,0
16,45,52,0
16,46,53,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
25,0,0,0
0,0,0,0
12,0,0,0
0,0,0,0
12,18,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
26,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13,16,0,0
0,0,0,0
0,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
36,0,0,0
36,0,0,0
36,0,0,0
37,0,0,0
37,0,0,0
37,0,0,0
37,0,0,0
37,0,0,0
36,0,0,0
36,0,0,0
36,0,0,0
36,0,0,0
36,0,0,0
36,0,0,0
36,0,0,0
36,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
30,0,0,0
36,0,0,0
36,0,0,0
36,0,0,0
36,0,0,0
37,0,0,0
37,0,0,0
37,0,0,0
37,0,0,0
36,0,0,0
36,0,0,0
36,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
22,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
23,26,0,0
22,26,0,0
22,25,0,0
22,25,0,0
23,26,0,0
23,26,0,0
23,26,0,0
21,0,0,0
21,0,0,0
21,0,0,0
22,25,0,0
22,25,0,0
21,0,0,0
21,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
23,26,0,0
23,26,0,0
19,23,0,0
19,23,0,0
19,23,0,0
19,23,0,0
19,23,0,0
19,24,0,0
19,24,0,0
19,24,0,0
19,26,29,0
19,26,29,0
20,0,0,0
20,0,0,0
20,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
22,0,0,0
22,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
15,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14,0,0,0
14,0,0,0
15,0,0,0
15,0,0,0
16,0,0,0
16,0,0,0
16,0,0,0
16,0,0,0
19,0,0,0
19,0,0,0
20,0,0,0
20,0,0,0
21,0,0,0
21,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
19,0,0,0
19,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
26,0,0,0
26,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
20,42,0,0
20,42,0,0
20,42,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
24,27,0,0
24,27,0,0
24,27,0,0
24,28,0,0
24,28,0,0
25,28,0,0
25,28,0,0
24,27,0,0
24,27,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
23,26,0,0
23,26,0,0
23,26,0,0
23,26,0,0
23,26,0,0
23,26,0,0
21,0,0,0
21,0,0,0
21,0,0,0
22,25,0,0
22,25,0,0
0,0,0,0
0,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27,0,0,0
28,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
28,0,0,0
28,0,0,0
28,0,0,0
27,30,0,0
27,30,0,0
27,30,0,0
26,0,0,0
26,0,0,0
26,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
27,0,0,0
27,0,0,0
27,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
25,0,0,0
25,0,0,0
25,0,0,0
24,0,0,0
24,0,0,0
24,0,0,0
27,0,0,0
27,0,0,0
27,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20,0,0,0
20,0,0,0
27,0,0,0
27,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
24,0,0,0
24,0,0,0
20,0,0,0
20,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
15,0,0,0
15,0,0,0
15,0,0,0
0,0,0,0
24,0,0,0
24,0,0,0
0,0,0,0
11,33,43,49
11,34,40,0
17,37,0,0
18,38,0,0
11,33,38,44
11,33,40,46
11,33,42,48
11,33,43,49
11,33,39,0
13,0,0,0
26,32,39,0
17,38,0,0
18,39,0,0
19,40,0,0
25,30,36,43
25,31,37,44
25,32,38,45
25,33,39,46
25,34,40,47
25,35,41,48
26,32,39,0
25,35,41,48
26,32,39,0
16,39,45,0
17,35,43,0
18,36,44,0
19,37,45,0
25,30,36,43
25,32,38,45
25,34,40,47
25,35,41,48
25,30,36,43
25,31,37,44
25,35,41,48
11,32,37,43
24,34,40,47
24,29,35,42
24,34,40,47
24,29,35,42
25,0,0,0
25,0,0,0
22,0,0,0
22,0,0,0
22,0,0,0
22,0,0,0
22,0,0,0
22,0,0,0
22,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
24,0,0,0
24,0,0,0
24,0,0,0
24,0,0,0
25,0,0,0
23,0,0,0
22,0,0,0
22,0,0,0
21,0,0,0
24,27,0,0
22,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
24,0,0,0
24,0,0,0
24,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
22,0,0,0
24,0,0,0
24,0,0,0
24,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
22,0,0,0
24,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
22,0,0,0
24,0,0,0
22,0,0,0
25,0,0,0
25,0,0,0
21,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
23,0,0,0
25,0,0,0
23,0,0,0
25,0,0,0
23,0,0,0
0,0,0,0
27,0,0,0
28,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
24,0,0,0
0,0,0,0
0,0,0,0
33,0,0,0
0,0,0,0
27,0,0,0
0,0,0,0
0,0,0,0
24,0,0,0
0,0,0,0
0,0,0,0
27,0,0,0
0,0,0,0
0,0,0,0
32,0,0,0
33,0,0,0
33,0,0,0
33,0,0,0
34,0,0,0
38,45,0,0
34,0,0,0
31,35,0,0
34,0,0,0
34,0,0,0
34,0,0,0
34,0,0,0
34,41,0,0
34,41,0,0
33,37,0,0
34,38,0,0
35,41,0,0
35,41,0,0
34,0,0,0
35,42,0,0
0,0,0,0
24,0,0,0
15,27,0,0
18,0,0,0
18,0,0,0
20,0,0,0
15,27,0,0
19,0,0,0
11,28,0,0
25,0,0,0
19,22,0,0
20,23,0,0
19,0,0,0
19,22,0,0
19,0,0,0
17,25,0,0
22,0,0,0
17,29,0,0
12,25,0,0
12,30,0,0
16,19,0,0
21,24,0,0
20,0,0,0
21,0,0,0
18,30,0,0
16,24,0,0
21,0,0,0
16,28,0,0
17,23,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
35,40,0,0
0,0,0,0
0,0,0,0
38,46,0,0
40,44,49,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
22,0,0,0
21,24,0,0
20,24,0,0
20,0,0,0
20,0,0,0
20,0,0,0
20,0,0,0
21,24,0,0
20,24,0,0
18,0,0,0
20,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
18,31,0,0
18,0,0,0
20,0,0,0
21,0,0,0
21,0,0,0
21,0,0,0
18,30,0,0
18,31,0,0
16,24,0,0
21,0,0,0
16,25,0,0
21,0,0,0
16,28,0,0
16,29,0,0
18,0,0,0
16,24,0,0
21,0,0,0
16,25,0,0
21,0,0,0
16,28,0,0
16,29,0,0
19,0,0,0
19,0,0,0
16,28,0,0
14,26,0,0
0,0,0,0
17,23,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13,0,0,0
13,29,0,0
20,0,0,0
0,0,0,0
20,0,0,0
21,0,0,0
0,0,0,0
0,0,0,0
21,27,0,0
10,26,0,0
10,26,0,0
20,26,35,0
10,26,0,0
10,26,0,0
10,26,37,0
10,26,0,0
34,41,0,0
40,44,49,0
19,25,34,0
10,26,37,0
10,26,0,0
10,26,0,0
25,0,0,0
0,0,0,0
23,30,0,0
19,0,0,0
16,28,0,0
16,29,0,0
21,24,0,0
20,0,0,0
25,28,0,0
26,29,0,0
16,0,0,0
14,22,0,0
14,23,0,0
19,0,0,0
14,26,0,0
14,27,0,0
17,0,0,0
18,25,0,0
19,26,0,0
20,0,0,0
22,29,0,0
23,30,0,0
20,0,0,0
22,0,0,0
23,0,0,0
23,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
23,39,0,0
0,0,0,0
18,30,0,0
18,30,0,0
20,32,0,0
20,32,0,0
0,0,0,0
0,0,0,0
24,30,0,0
24,30,0,0
24,30,0,0
0,0,0,0
18,30,0,0
16,28,0,0
19,22,0,0
17,29,0,0
40,44,49,0
40,44,49,0
17,23,0,0
16,33,0,0
16,33,0,0
15,32,0,0
16,33,0,0
16,39,0,0
16,34,0,0
16,33,0,0
16,30,0,0
16,33,0,0
15,32,0,0
16,30,0,0
16,32,0,0
16,33,0,0
16,33,0,0
16,32,0,0
14,31,0,0
16,30,0,0
11,32,42,48
24,34,40,47
24,34,40,47
24,34,40,47
11,32,42,48
11,33,43,49
11,33,43,49
11,32,43,49
11,32,43,49
11,32,44,48
25,35,41,48
25,35,41,48
25,35,41,48
24,36,40,46
24,36,40,46
24,36,40,46
12,33,45,49
25,36,42,49
25,35,41,48
25,30,36,43
26,32,39,0
25,35,41,48
25,30,36,43
26,32,39,0
26,32,39,0
16,39,45,0
17,40,46,0
26,32,39,0
26,32,39,0
15,37,42,48
16,38,43,49
17,39,44,50
25,30,36,43
25,30,36,43
25,30,36,43
16,38,48,54
25,35,41,48
25,35,41,48
16,38,48,54
16,38,43,49
25,30,36,43
25,30,36,43
16,37,42,48
24,29,35,42
0,0,0,0
0,0,0,0
19,0,0,0
0,0,0,0
16,0,0,0
16,0,0,0
16,0,0,0
17,0,0,0
28,0,0,0
31,36,0,0
26,0,0,0
28,0,0,0
29,0,0,0
29,34,0,0
16,33,0,0
15,32,0,0
16,34,0,0
15,49,0,0
47,0,0,0
22,0,0,0
24,32,0,0
25,33,0,0
25,35,43,0
27,35,0,0
25,35,43,0
24,32,0,0
25,33,0,0
25,33,0,0
24,32,0,0
24,32,0,0
18,26,0,0
18,26,0,0
25,33,0,0
26,34,0,0
30,38,0,0
26,34,0,0
26,34,0,0
31,39,0,0
32,37,45,0
31,39,0,0
26,31,39,0
25,30,38,0
33,41,0,0
26,34,0,0
26,34,0,0
29,37,0,0
24,30,38,0
31,39,0,0
29,37,0,0
26,34,0,0
30,38,0,0
23,30,38,0
32,40,0,0
31,39,0,0
32,40,0,0
26,30,38,0
24,32,0,0
25,33,0,0
19,31,39,0
27,35,0,0
20,28,0,0
20,28,0,0
20,28,0,0
21,24,32,0
22,25,33,0
28,0,0,0
20,28,0,0
22,30,0,0
23,31,0,0
27,35,0,0
28,36,0,0
21,29,0,0
22,30,0,0
17,46,53,0
17,47,54,0
17,46,53,0
36,43,0,0
37,44,0,0
17,40,47,0
17,40,47,0
18,41,48,0
18,41,48,0
18,41,48,0
18,47,54,0
17,46,53,0
17,47,54,0
17,46,53,0
36,43,0,0
37,44,0,0
17,40,47,0
17,40,47,0
18,41,48,0
18,41,48,0
18,47,54,0
18,48,55,0
17,46,53,0
17,47,54,0
17,46,53,0
36,43,0,0
37,44,0,0
17,40,47,0
17,40,47,0
18,41,48,0
0,0,0,0
24,0,0,0
35,0,0,0
41,47,0,0
36,43,0,0
19,41,0,0
36,0,0,0
16,39,46,0
38,45,0,0
17,40,47,0
18,41,48,0
35,0,0,0
41,47,0,0
36,43,0,0
36,40,0,0
19,41,0,0
36,0,0,0
16,39,46,0
38,45,0,0
18,41,48,0
17,40,47,0
18,41,48,0
16,39,46,0
17,40,47,0
19,42,49,0
17,40,47,0
18,41,48,0
35,42,0,0
35,42,0,0
36,43,0,0
16,39,46,0
16,39,46,0
36,43,0,0
41,48,0,0
42,49,0,0
16,45,52,0
16,46,53,0
16,39,46,0
17,40,47,0
19,42,49,0
17,40,47,0
18,41,48,0
35,42,0,0
35,42,0,0
36,43,0,0
16,39,46,0
16,39,46,0
36,43,0,0
41,48,0,0
42,49,0,0
16,45,52,0
16,46,53,0
22,0,0,0
21,0,0,0
22,0,0,0
22,0,0,0
23,0,0,0
30,38,0,0
25,35,43,0
30,38,0,0
25,35,43,0
30,38,0,0
25,35,43,0
38,0,0,0
29,37,0,0
24,34,0,0
25,35,0,0
29,37,0,0
27,35,0,0
38,0,0,0
