0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.6760651,-0.66375357,0.08005719,0.11625557,0.29814807,0.087438785,0.16971745,-0.023295628,-0.2665713,0.16177274,0.018984845,-0.100366145,0.35039267,-0.39254093,0.097444296,0.58987874,0.18786754,0.6882519,0.3348086,0.16228981
0.41994607,0.05347161,-0.25985414,-0.064841196,-0.38017762,-0.0020722449,-0.21252497,-0.1421116,-0.28345436,0.12447645,0.14402778,-0.13250744,0.52124965,-0.07948883,0.14968757,0.49071053,0.5044917,0.8393379,0.32477015,-0.008872725
0.15394694,-0.589181,-0.34891236,0.2386673,0.21731484,0.008655533,-0.16763952,-0.09244507,-0.23551178,0.33023137,-0.1638568,-0.058835182,0.473374,-0.19142595,-0.025615394,0.6382441,0.6895839,1.0126134,0.33730045,-0.11528671
0.46597242,-0.22600171,-0.13597733,0.15631302,0.36397004,-0.08284648,-0.17454553,-0.005575748,-0.4177574,0.12649752,-0.20880908,0.22341852,0.5758624,-0.08787981,0.15285796,0.7128918,0.58256066,0.94026953,0.20574647,-0.2504289
0.19883676,-0.10105976,-0.23629645,0.24638969,-0.120937236,0.13152611,-0.124156356,-0.056030504,-0.4502983,0.28881213,-0.13363653,-0.18190062,0.4272532,-0.050334763,-0.07904926,0.44138518,0.111840874,0.8741196,0.31481203,-0.16183427
0.29538184,-0.62364775,-0.384062,0.23149261,0.17689332,0.2277559,-0.07323878,-0.19540866,-0.33211058,0.46331036,-0.21599707,0.14542449,0.28802204,-0.2427094,0.047877304,0.47489697,0.6382741,0.995097,0.045281366,-0.20543158
0.33184776,-0.36195746,-0.06561756,0.06501694,0.29156482,0.12567985,-0.03420905,-0.14198028,-0.4044843,0.29348335,-0.1961652,0.008602459,0.5344641,-0.2710179,-0.07497906,0.447519,0.4917823,0.7328329,0.31420764,-0.22828296
0.18465178,-0.019461632,-0.2303255,0.087989345,0.025271391,0.019545432,-0.091906056,0.081967115,-0.5704278,0.07839142,-0.17301925,-0.19585425,0.7368368,-0.06319049,0.055336997,0.33682227,0.13395664,0.86256945,0.38308215,-0.11788708
0.26707935,-0.3900043,-0.06801648,0.14419049,-0.014795921,0.0717523,-0.20646784,-0.024697008,-0.21418104,0.17997155,-0.043883108,-0.015121967,0.54398906,-0.0042550396,-0.07950236,0.28159738,0.49489072,0.78963387,0.40729058,-0.19513935
0.33011526,-0.47673085,-0.41100663,0.37122333,0.18174097,0.15522718,-0.230675,-0.09420536,-0.24973547,0.20902662,-0.1853038,-0.12816882,0.46209595,-0.22753268,0.16612202,0.48782593,0.62700474,0.96815294,0.24896073,-0.1351068
0.059603736,-0.43113175,-0.36629954,0.20786715,0.4124205,0.093731,-0.27708226,-0.0795098,-0.22920443,0.48083094,-0.088679485,-0.128252,0.4764644,-0.18226938,0.0700665,0.44667688,0.5691442,0.98004967,0.4320609,-0.012362421
0.4753158,-0.36739746,-0.11788069,0.16035356,0.2835825,0.03590036,0.10231806,0.15335847,-0.40384343,0.33963385,-0.10401974,-0.040949743,0.47157258,-0.25995505,0.010953389,0.55262005,0.50742775,0.79815865,0.42745107,-0.11690202
0.6300798,-0.10945551,0.033115476,-0.16187824,0.026890844,0.00905801,-0.22304995,0.023825705,0.39466155,-0.37563428,0.36942846,0.05544228,0.79974556,0.04843405,0.038779438,0.5189753,0.124603964,0.67833626,0.36256564,0.29757148
0.62561107,-0.13362244,0.09025724,-0.14433636,-0.029041722,0.10868637,-0.22013918,0.0114637315,0.43292263,-0.18587705,0.27505228,-0.0030564242,0.7162968,0.0073804855,-0.07380077,0.46807638,0.266662,0.5516794,0.29217938,0.39222676
0.8981269,0.17086351,0.22861548,0.07967736,0.023011241,-0.0016330816,-0.078527085,0.07708181,-0.6360121,-0.30551714,0.123102166,-0.032577217,-0.49444705,-0.16549255,-0.020512171,0.026975892,0.2594723,0.634457,0.04431633,-0.1280614
0.79583913,0.028631289,0.23802105,-0.053389758,0.11986481,0.13875006,-0.06930685,0.023091175,-0.42799044,-0.13295083,0.039425366,-0.069762796,-0.4566997,-0.0838663,0.038333274,-0.028448157,0.24117112,0.53505373,0.0062195584,-0.118331455
0.9903932,-0.111317396,-0.19686261,0.15532814,-0.30212426,0.10507545,0.11261837,0.16517517,-0.36527854,0.26516604,-0.17600262,-0.30174792,0.52921087,0.15047485,0.05904366,-0.5351918,0.25448608,0.63018364,0.31390464,-0.0020091236
0.76716113,-0.25639048,-0.3806299,-0.022623055,-0.20990744,-0.109900095,0.25291765,-0.083757296,-0.23576026,0.35862774,-0.31180733,-0.07405124,0.70834845,0.08412884,-0.1568797,-0.26410997,0.20885853,0.45912403,0.480773,-0.030036308
0.7563955,-0.17987663,-0.26727086,-0.00950893,-0.17749012,0.12914923,0.046098035,-0.09567676,-0.1144174,0.30077422,-0.3083976,-0.014892731,0.59469503,0.16436417,-0.005715722,-0.32808942,0.35828197,0.42102903,0.56881255,0.21398959
0.89607674,-0.26682127,-0.30047348,0.009083003,-0.14999658,-0.16550744,-0.0053885765,0.010493297,-0.0066747107,0.2472714,-0.18716939,0.07892569,0.5870137,0.010857105,0.02998125,-0.34805402,0.49098885,0.3702553,0.50816226,0.11516094
0.71221423,-0.20241868,-0.30252388,0.045554433,-0.21651578,0.0735177,-0.009035751,-0.08497383,-0.028936803,0.23360056,-0.1538577,0.041466564,0.7134195,0.07068248,-0.029200953,-0.47394043,0.36951935,0.46062598,0.65393746,0.03953127
0.2562446,0.08957158,0.024203265,0.1774285,-0.13013342,0.04628042,-0.123140655,-0.042630855,-0.18463263,0.07065383,-0.32126337,-0.2719748,0.9344505,0.04710242,-0.17282352,0.3647897,0.58067435,0.6373085,0.18061125,-0.19708057
0.3667417,-0.11675729,-0.021585606,0.16683611,-0.2032172,-0.13997746,-0.12586504,-0.04395446,-0.2185066,0.122643225,-0.27733058,-0.22470668,0.82143575,-0.14206511,-0.13457192,0.3824075,0.3847834,0.49619937,0.24203908,-0.2868853
0.46236137,-0.35730073,0.25780007,-0.076729394,-0.26453188,0.12543875,-0.25000367,-0.069795005,0.066487804,-0.4113456,0.20664954,0.096878104,0.7458573,-0.19983178,0.07348433,0.58249015,0.29042453,0.3278631,0.24827205,-0.07949771
0.43375295,-0.34449965,0.51707155,-0.034432054,-0.34523594,-0.059757058,0.093087934,0.00584397,0.16689266,-0.4014039,0.2929513,-0.11235763,0.62958306,-0.16018312,0.06972633,0.6802059,0.35770035,0.24681091,0.29532552,-0.02933769
0.48110235,0.21835019,-0.15606992,-0.038604952,-0.24428853,0.16801383,-0.31980073,-0.1592146,-0.12814814,0.015058786,0.05872313,-0.038056254,0.6588563,-0.17687857,-0.11502898,0.40666577,0.50076836,0.6667677,0.39171815,-0.12636392
0.67461467,0.0711267,-0.36283952,-0.05447765,-0.19602093,0.15988566,-0.339356,0.094887786,-0.30443656,0.18144768,-0.01602149,-0.052820683,0.65935534,-0.21894117,-0.13974646,0.34415668,0.60407203,0.5422629,0.40018287,-0.037157826
0.4645298,-0.15937503,0.09220533,0.009852856,0.12473616,0.19502276,-0.32469568,-0.034927845,0.020780057,0.32117936,-0.23786187,-0.15152262,1.0373906,-0.0068219155,-0.0670332,0.14808731,0.5223066,0.54332626,0.086074635,-0.13084728
0.34502617,-0.08351757,0.102322064,-0.09660891,-0.008913476,0.17702296,-0.10957992,-0.20696415,0.012334153,0.304795,-0.32095546,-0.17888507,0.9996491,-0.0073030815,-0.126163,0.16028716,0.5614062,0.48297098,0.16688937,-0.03709555
0.7047747,0.32661372,0.5395355,-0.06615227,-0.28400326,0.1368014,-0.044272047,0.090832174,-0.29474387,-0.40201208,0.37511525,0.19545077,-0.30786404,-0.2831498,0.16430125,0.04231832,0.32861596,0.41289693,0.022415265,-0.24171942
0.7736719,0.074176,0.5011174,-0.027796894,-0.18807067,-0.042379048,-0.22927254,-0.17421532,-0.23075905,-0.29835764,0.21114556,-0.0686391,-0.29942873,-0.48061803,-0.028676268,-0.022957385,0.4012847,0.5839084,0.08561671,-0.18942243
0.70968837,-0.0022681765,0.49839914,-0.07366533,-0.25510037,-0.2008892,-0.233751,-0.000102158636,-0.28479424,-0.48670092,0.17593256,0.027242968,-0.078089096,-0.26113915,-0.14564046,0.080862865,0.34227142,0.56913567,0.020203367,-0.19138771
1.0045834,0.040320024,0.2682878,-0.07785508,-0.22303843,-0.13247627,0.07612674,0.009031499,-0.25152612,-0.47253615,0.37872547,-0.005066515,-0.34143248,-0.22919188,0.15984273,0.14333077,0.56081,0.34244007,-0.16532427,-0.18232757
0.6891966,0.0059048915,0.001001969,-0.13926032,0.13326272,-0.07367904,-0.16299568,-0.079937786,-0.016570762,-0.124942966,0.23754653,0.07524493,0.83084613,0.030804306,-0.012621973,0.46535313,-8.871965e-05,0.5025329,0.2155429,0.66754645
0.6377139,-0.005219014,0.06788908,-0.061636508,-0.014331907,-0.061200563,-0.22272147,-0.07015261,0.14130631,-0.193667,0.10163331,-0.034970418,0.8325228,0.09023702,-0.05756356,0.5535953,0.12849483,0.5721625,0.38666397,0.3512715
1.0482621,-0.080843784,-0.17425871,0.008275263,-0.47587854,-0.059160944,0.03717739,0.16167885,-0.26705083,0.28857133,-0.21632338,-0.1325815,0.55247843,0.27440608,-0.10152535,-0.53133154,0.3088794,0.62345064,0.3131013,-0.03763484
1.0251732,-0.29910317,-0.21421523,0.18219307,-0.21569699,0.06822173,0.05210901,-0.04321381,-0.22671674,0.44651866,-0.20462656,-0.06842472,0.52123517,0.18601981,-0.039762493,-0.49298427,0.18534848,0.7781174,0.17399842,-0.051472075
0.62347364,0.11048741,-0.36685878,-0.10823368,0.14046417,0.0976486,-0.40801242,-0.13564742,0.14972624,0.25911212,0.2711094,-0.21983434,0.91597986,-0.10143426,0.18785392,0.04640585,0.28549862,0.58326435,0.3923049,-0.0080206245
0.5636042,-0.036120918,-0.39851844,-0.12435758,0.22449958,0.19175412,-0.41350877,0.07994778,0.19156978,0.103544384,0.11020552,-0.019615922,0.7640424,0.06347682,0.03414099,0.013201376,0.33384985,0.6504364,0.38501468,-0.1994833
0.31015295,-0.28031504,0.07084729,0.13473342,-0.28113806,0.023534585,-0.13976756,-0.10219869,-0.36846584,0.29129347,-0.11398488,-0.09679075,0.8826225,-0.01565322,-0.19385901,0.28783038,0.43213832,0.55524486,0.24001987,-0.2647384
0.30512646,-0.07041882,-0.0911824,0.18408212,-0.26212958,0.03358023,-0.10252177,-0.067367055,-0.25872442,0.22432058,-0.18739654,-0.097814806,1.0432094,-0.08338703,-0.034520432,0.40176296,0.46006066,0.63328123,0.1469471,-0.327549
0.28468606,-0.36219364,0.021195285,-0.08019346,0.3258528,0.1274317,-0.13796642,0.19242999,-0.034214042,0.23872417,-0.19710818,0.071933076,0.8566479,-0.16538697,0.042453833,0.2702228,0.19389854,0.68028235,0.3479748,0.04871925
0.19256191,0.24494505,-0.64247346,0.24322358,-0.14557207,-0.10479286,-0.48101875,0.030679435,-0.011733048,0.02411332,-0.08833332,-0.021920875,-0.34931967,0.11766278,0.05498507,-0.2680263,-0.063537896,0.6483058,-0.07892602,-0.41506398
-0.0077914186,-0.64196765,-0.21746734,0.532375,0.26497692,0.008666638,-0.7122737,-0.05955399,-0.25345665,0.07176213,0.02374753,0.09546912,-0.32525873,-0.37395033,-0.00952936,-0.36280027,0.00812836,0.27428445,-0.39707837,-0.115131244
0.015528787,-0.73113024,-0.29029855,0.44244158,-0.14980999,0.07915758,-0.65609473,-0.109215006,-0.29273933,0.018695481,-0.00017850846,0.13470748,-0.13849041,-0.32625863,0.12516367,-0.24326077,0.176326,0.28802767,-0.22833925,-0.25866127
0.1041906,-0.664995,-0.053068258,0.5461695,0.1590127,0.15207289,-0.7259913,0.033349823,-0.42716518,0.01292921,-0.18413734,-0.19067234,-0.2598661,-0.2564512,0.015269265,-0.4100145,0.08872105,0.24543408,-0.3654471,-0.19894367
0.77697694,0.063195564,0.48765734,-0.12481024,-0.2755613,-0.16350564,-0.17331982,-0.09271841,-0.15659523,-0.43213618,0.43338284,-0.1287823,-0.16260871,-0.3796654,0.11535776,0.13876896,0.37939227,0.32597572,0.010817438,-0.07718347
0.73647714,0.11361469,0.48447004,-0.01984492,-0.45653582,0.1619781,0.01624721,-0.19029772,-0.2804699,-0.27764517,0.2732465,-0.00610077,-0.11716421,-0.47120535,-0.12788135,-0.0017143302,0.31777406,0.3474877,0.11720083,-0.21266043
0.8534308,0.024893148,0.6317145,-0.1251476,-0.18755805,0.20944202,-0.052496377,-0.13077231,-0.16271108,-0.23852848,0.35904634,0.030761324,-0.23926286,-0.43975914,0.058503125,0.018335406,0.45227456,0.5304938,0.007985633,-0.15820229
0.78864396,0.15450126,0.4530754,-0.09079802,-0.24787053,0.023851354,-0.12855023,-0.20197459,-0.34416187,-0.44031847,0.29106373,-0.04111571,-0.13317499,-0.21773121,0.061628927,0.08795311,0.3720872,0.43991077,0.08750731,-0.35158423
0.9294919,0.04075119,0.42857608,-0.017900698,-0.28802693,0.08085212,-0.115245745,-0.06966968,-0.18574458,-0.34850788,0.17844209,0.04690327,-0.13434936,-0.36856267,0.058374465,0.13235416,0.432615,0.47236958,0.063155584,-0.13645804
0.41299143,-0.4160242,0.043854114,-0.12960424,-0.047300212,0.010611903,0.16462415,-0.06477279,0.5120438,-0.31738704,0.5298341,-0.005354315,0.43974778,-0.7111052,0.03372716,0.00086719915,0.26269943,0.35896912,0.32726774,-0.11840902
-0.18053043,-0.31436756,0.28496346,0.036378346,0.027269142,0.12474126,0.04961411,0.088044465,-0.54848623,-0.41779628,0.511555,-0.11820769,0.2570829,-0.3965341,0.0701446,0.258624,0.02941655,0.5633041,-0.07679504,-0.62827784
-0.3197422,-0.29879066,0.09492189,0.058589935,-0.04237429,-0.08293277,-0.21553454,-0.001853451,-0.24967657,-0.281505,0.5310489,-0.060570933,0.23054497,-0.610271,0.12584199,0.2908358,0.026930265,0.30997658,0.1720532,-0.5412929
-0.2400724,-0.44621122,0.10668279,-0.14989574,-0.07683752,0.0594446,-0.14510404,-0.1806723,0.14159344,-0.17716014,0.39339498,-0.116420776,0.34765786,-0.3418255,0.0020356998,0.07725991,0.31461868,0.611578,0.37221688,-0.58736557
-0.08839603,-0.28500208,-0.038274467,-0.3272984,-0.012267383,0.11995712,0.375017,0.010251467,0.040933773,-0.4240182,0.6861701,0.00755772,0.33494934,-0.5548977,-0.06819768,0.12316853,-0.1193199,0.59815043,0.5062096,-0.44308704
0.24922308,-0.33321583,0.4620012,0.41394663,-0.47347957,0.1689164,-0.28223664,0.00040685857,-0.16282082,-0.45178726,-0.28317425,-0.0012969729,0.1087517,0.075933,-0.010278434,-0.06745517,-0.31483692,1.0266048,0.29123732,-0.054165535
0.20031327,-0.31174263,0.43222284,0.5757567,-0.40688288,0.076216266,-0.35287827,0.15850739,0.007951215,-0.5113965,-0.40579924,-0.11607064,0.258668,0.073420465,-0.0773202,-0.13519764,-0.17946087,0.82191503,0.30204344,0.06691547
-0.16003065,-0.5063215,0.26683703,0.51629865,-0.46856403,0.038280427,-0.21398087,-0.15965182,0.34271187,-0.17821847,-0.4842162,-0.07640678,0.23266293,-0.16879627,-0.046377525,-0.37478095,-0.23947,0.76951426,0.0026811883,-0.45788905
-0.034302235,-0.3390455,0.14946648,0.7540745,0.034530755,0.007064581,-0.41576266,-0.06344631,0.23867747,-0.06144648,-0.44741154,-0.008607306,0.33698887,-0.027880568,0.10095868,0.16543365,0.10813081,1.0846329,0.033690177,0.036651336
-0.2267058,-0.33984876,-0.0014238283,0.4820133,0.14255646,0.14054672,-0.2855089,0.02772008,0.46471125,0.18975464,-0.47700697,-0.036969673,0.44510615,-0.3384676,0.025901966,-0.20453238,-0.005683508,0.99662167,-0.22332327,-0.33382523
0.40830073,-0.33733356,0.18522918,0.015559513,-0.1271761,0.039463624,-0.531835,-0.11284371,-0.42406166,-0.1068085,0.036516793,-0.030425161,-0.61995405,-0.4835884,-0.09629414,0.113572486,0.6338525,0.5670474,0.21007708,-0.45192116
0.38530925,-0.13579857,0.06855554,0.044825576,-0.021049848,0.074398644,-0.58554393,0.05353425,-0.28994316,-0.2664378,0.39329907,0.086525984,-0.7530173,-0.35798654,0.11568624,0.11689952,0.48213696,0.49466497,0.15326098,-0.38000882
0.5341751,-0.43279734,-0.32870573,0.1428853,-0.18281087,-0.0019734912,-0.47112188,0.047060426,-0.43079534,-0.111848444,-0.04620467,-0.1015248,-0.641872,-0.047786593,0.003206525,-0.28520077,0.41326106,0.22703466,0.51500165,-0.33517572
0.4314018,-0.22370705,-0.3778997,0.2639358,-0.19594671,0.21818447,-0.70285916,-0.01859639,-0.05095634,-0.22425489,0.31940842,-0.007687481,-0.7648411,-0.25969794,0.00693132,-0.103139885,0.34885415,0.3132248,0.39085525,-0.5879564
-0.2858201,-0.74284214,0.14662315,-0.13494772,-0.3837409,0.109894976,0.19806704,-0.020869523,-0.5416477,-0.035282623,0.6572703,-0.08241688,-0.07513641,-0.5632597,0.008686081,0.45780486,0.059343696,0.38966203,0.35308588,-0.42382148
-0.34915948,-0.64711577,0.23941872,-0.015955433,-0.24964122,0.100181945,0.10834935,0.15504377,-0.33805457,-0.041925084,0.6942378,-0.21209511,-0.1027132,-0.52621007,-0.029250864,0.40607852,0.1237297,0.46768486,0.26296508,-0.5192423
0.57886773,-0.21689352,-0.21175598,0.113748215,-0.20464827,-0.075803936,-0.4028145,0.13878354,-0.49969745,-0.05760415,0.10226074,-0.070155144,-0.5757557,-0.25928622,-0.0023646913,0.013685077,0.58280927,0.26546687,0.54442525,-0.49938655
0.47473004,-0.23488864,-0.39832503,0.2574013,-0.14299265,0.07818902,-0.584674,0.008747784,-0.22480659,-0.23380312,0.37657997,-0.068810254,-0.7087082,-0.07404347,0.15129265,-0.037363328,0.36296892,0.18303579,0.288598,-0.7165257
0.56205356,0.14654294,0.15316775,-0.07710423,-0.06776639,-0.19417539,-0.26653063,0.10672259,-0.3469961,-0.32565397,0.12620607,-0.20815864,-0.48933876,-0.014997944,-0.01707964,0.29547226,0.3238357,0.7527008,0.031263903,0.12340236
0.68634343,0.1951716,0.42730913,-0.17047372,-0.4367318,0.054429315,-0.018437147,-0.09899247,-0.2679451,-0.48040655,0.3691536,-0.18104407,-0.14435238,-0.23354356,0.049624637,0.16840091,0.25638416,0.26969033,-0.021658538,-0.20546538
0.7596577,0.29128122,0.44556642,-0.20255545,-0.4980445,0.14889684,-0.07296313,-0.06772226,-0.08764042,-0.4512923,0.24528933,-0.09134503,-0.24583273,-0.28386804,0.0964896,0.1511046,0.38663107,0.58417916,-0.063436754,-0.26073572
0.52351505,0.05552516,0.06903359,0.048969597,-0.0010944381,-0.04982301,-0.43235108,-0.02029853,-0.6738903,-0.39955527,0.084440134,0.06354416,-0.585117,-0.10346784,0.12282507,0.4431864,0.27781522,0.9468859,-0.02635479,-0.0022237934
0.8433397,-0.010619611,0.5437647,-0.108089656,-0.36314446,0.14159432,-0.085789576,-0.09848525,-0.44708255,-0.27267784,0.20666787,-0.17539576,0.038036227,-0.37979534,0.14076963,0.07333489,0.53949916,0.5020955,0.08244182,-0.3862145
0.7091485,0.073117755,0.4361162,-0.12174233,-0.27717707,0.020845698,-0.2279754,-0.13485494,-0.30951294,-0.35662782,0.027719885,-0.022357315,-0.27926525,-0.40190658,-0.095242426,-0.01799357,0.54698277,0.40541747,0.032450832,-0.49204734
0.7119006,0.2639959,0.4744143,0.102295585,-0.33435917,0.25326157,-0.13140763,0.013393542,-0.2009562,-0.35450405,0.20097533,-0.060611024,-0.2187577,-0.25073108,0.03514426,0.23274781,0.29017317,0.5602346,0.088318445,-0.26210946
0.68262035,-0.08972063,0.19321403,-0.10185982,0.23640473,0.14655307,-0.20492017,0.06706941,0.11370091,-0.23996174,0.08150114,-0.17356202,0.7874887,0.15158868,-0.1952726,0.6204204,0.07606833,0.6521828,0.35814834,0.5209883
0.6604574,-0.07292951,0.09890412,-0.22431472,0.113019854,0.0045375824,-0.1292761,-0.1875502,0.20933451,-0.21606418,0.1699442,-0.011839751,0.7665145,0.13268195,-0.19099434,0.5134534,-0.06251718,0.4753046,0.25162542,0.6381437
0.8610852,-0.29218483,-0.18264373,0.1676842,-0.34358442,0.04414791,0.06946289,-0.10321523,-0.31682616,0.31807834,-0.2512043,-0.110880226,0.55406433,0.109057955,0.1519221,-0.5250103,0.4034611,0.6176853,0.23626776,-0.12505384
0.8736908,-0.070708916,-0.29609114,0.1439018,-0.34440058,0.039581668,0.12444366,0.045448005,-0.34267393,0.060814038,-0.056570362,-0.22222927,0.60593116,0.021860696,0.008333675,-0.20840864,0.032481536,1.1151915,0.3997114,0.12658525
0.9938195,-0.113549195,-0.03059642,0.15998295,-0.40717617,0.030340118,-0.017504163,0.01723842,-0.24726002,0.38193402,-0.19391413,-0.338984,0.57736933,0.27934197,-0.12018648,-0.28895178,0.32214108,0.70172065,0.34197313,0.074676976
0.3936544,-0.38363376,0.3455096,-0.007223407,-0.08998641,0.08782408,0.29864016,-0.17465095,-0.18551508,-0.2033433,0.27934855,-0.016609838,0.49139875,-0.019921966,0.05362304,0.5032494,0.6778621,0.3326902,0.4376296,0.25922403
0.3860421,-0.5788693,0.42896166,-0.03154271,-0.047123216,0.15100425,0.19099571,-0.02429802,0.10295744,-0.42170742,0.13653202,0.120414905,0.60573137,-0.12456075,0.051055185,0.3936993,0.7328992,0.4111784,0.4155663,0.009656668
0.6428759,0.05720465,-0.407048,0.056214876,-0.1552469,0.07303876,-0.025043748,-0.093923986,0.13068162,0.013318621,0.013961583,0.095656574,0.96809196,-0.10780001,-0.047046293,-0.17941716,0.22566096,0.38426626,0.5936437,0.19227894
0.54765785,-0.26578578,-0.34868485,-0.0032805093,-0.07089046,-0.10699748,-0.24052098,-0.23168866,0.3001488,-3.056228e-05,-0.08537837,-0.09418146,0.9861664,-0.18142073,-0.10274844,-0.10681333,0.20673992,0.44739735,0.5643575,0.13151217
0.32271326,-0.09023774,0.09478474,0.11469665,-0.22987965,0.029295549,0.01139231,-0.017505681,-0.38043022,0.10869654,-0.2985562,-0.2366315,1.0500623,0.013837352,0.032890484,0.24772012,0.59066004,0.60510945,0.3202398,-0.16408676
0.53440875,-0.3803923,0.34849685,-0.14522077,-0.11826839,-0.012817476,0.28315508,0.09324104,-0.12995291,-0.30622926,-0.1981431,-0.1636967,0.41743892,-0.069962524,0.32496178,0.3765996,0.5131805,0.23873068,0.37665018,0.3089528
0.4607543,-0.059394993,0.00575117,0.13936271,-0.2326722,0.028136382,-0.27820155,-0.062103957,-0.37510517,0.23978621,-0.15624543,-0.058220576,1.1321661,-0.007973291,-0.049588334,0.34917432,0.7162045,0.59416586,0.16032484,-0.26598662
0.6835528,-0.04552627,0.6455896,0.11518949,-0.40811673,0.1156009,0.032360643,-0.09083474,-0.41248855,-0.31185257,0.16238305,-0.13280977,-0.028770842,-0.3847664,0.11467141,-0.029411431,0.4946644,0.48886216,0.010738298,-0.4353956
0.6119192,0.12948485,-0.42125514,-0.28276113,-0.008283421,0.066786155,-0.40366653,0.08499435,0.45466578,0.22434348,-0.33828834,-0.0028314292,-0.22990644,-0.08506045,0.12861411,-0.26846823,0.4069749,0.5135813,0.3437724,-0.17117217
0.05573889,-0.08577358,0.669765,0.2532708,-0.42220318,0.14711118,0.27002513,-0.07872902,-0.36170262,-0.5561266,0.7611564,0.0064252056,0.63762546,-0.5109457,0.19797324,-0.15895075,-0.22757651,0.21736355,0.23562104,0.1106679
0.6632044,-0.12748685,-0.5612094,-0.21425739,0.07520117,0.035002723,-0.28767347,-0.056717288,0.58822536,0.29628047,-0.22793725,-0.17358123,-0.26351863,-0.3079322,-0.032851465,0.0069053285,0.47774002,0.62056947,0.37275314,-0.17155156
0.62788975,0.12802394,-0.59994984,-0.13502201,0.17234673,0.03950335,-0.4127491,0.11889942,0.5455007,0.07469651,-0.11392433,-0.14553119,-0.5711475,-0.10658044,0.20601751,-0.19222051,0.24014917,0.69947964,0.36090395,-0.04179959
0.9213954,0.1484394,0.06964327,0.00931187,-0.1767886,0.004172381,-0.17951615,0.19037098,0.39035904,-0.35991743,0.34339532,0.13233173,-0.026660688,0.6025555,-0.062911235,0.079949796,-0.12516002,0.37191707,-0.018605888,-0.58177435
0.708928,0.30354038,0.03767423,0.12415533,-0.21960786,0.034120034,-0.17406365,-0.1039293,0.23334034,-0.2971203,0.3522631,-0.049148634,-0.05301543,0.5284668,-0.06050492,0.281345,-0.25420097,0.38205206,0.068336956,-0.7778833
0.33327478,0.21188217,0.25728288,0.71716034,-0.44742578,0.057259,-0.37230363,0.075406566,0.01652152,-0.24148947,-0.36756155,-0.08110526,0.15018341,0.4434161,0.09493633,-0.34227377,-0.23559491,0.39872348,0.36528283,-0.8067172
0.67370826,0.16313846,0.22021584,0.34128702,-0.13678935,0.14221175,-0.083304234,0.10516303,0.047024317,-0.23813108,-0.08036337,-0.09281551,0.009220427,0.5151369,-0.060628615,0.15603302,-0.21144423,0.4725845,0.20035553,-0.7804276
